Date;23-9-2021;;;;;;;;;;;
Type;MAJOR FLAG;STOCK TYPE;QUOTE INDICATOR;GEOGRAPHIC DESCR.;GEOG DESC OF LSTNG;CURRENCY;ISIN ISSUER CTRY;NAME;FULL NAME;COMPANY NAME;ISIN CODE;CURRENCY
508549;Y;INVT;P;NETHERLANDS;NETHERLANDS;U$;N/A;INDO.CAP.WARRT. (H);INDONESIA CAPITAL WARRANT (H);INDONESIA CAPITAL WARRANT;NA;U$
932827;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;INDUSTRIEELE MIJ.;INDUSTRIEELE MAATSCHAPPIJ;INDUSTRIEELE MAATSCHAPPIJ;NA;FL
741511;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;INFOTHEEK GROEP DEAD - DELIST.16/10/92;INFOTHEEK GROEP DEAD - DELIST.16/10/92;INFOTHEEK GROEP;NA;FL
754977;Y;INVT;P;NETHERLANDS;NETHERLANDS;FL;N/A;ING BK.VAST.FD.;ING BANK VASTGOED FUND;ING BANK VASTGOED FUND;NA;FL
868757;Y;EQ;S;NETHERLANDS;NETHERLANDS;FL;NL;ING GROEP CERTS. FL0 5 5/08/96;ING GROEP CERTIFICATES FL0 5 5/08/96;ING GROEP;NL0011821202;FL
259332;N;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;ING GROEP NV DEAD - DUPL.SEE 531865;ING GROEP NV DEAD - DUPLICATE SEE 531865;ING GROEP;NA;E 
273477;Y;CF;P;LUXEMBOURG;ITALY;E;LU;ING ILF CC FUND JAPAN DEAD - DELIST.24/05/10;ING ILF CC FUND JAPAN DEAD - DELIST.24/05/10;ING ILF CC FUND JAPAN;LU0101428653;E 
309029;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;ING PREF. DEAD - 05/09/08;ING PREFERENCE DEAD - 05/09/08;ING GROEP;NL0000303576;E 
898812;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;INGERSOLL-RAND CDR.(AMS) DEAD - DEAD 25/10/01;INGERSOLL-RAND CONTINENTAL DEPOSITARY RE (AMS) DEAD - DEAD 25/10/01;TRANE TECHNOLOGIES PUBLIC LIMITED COMPANY;NL0000464535;E 
998233;Y;EQ;S;CANADA;NETHERLANDS;FL;CA;INLAND NTRL.GS.CERT.(AMS;INLAND NATURAL GAS CERTIFICATE (AMS;TERASEN INCORPORATED;CA88078K1075;FL
679334;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;INNOCONCEPTS NM DEAD - 01/11/11;INNOCONCEPTS NM DEAD - 01/11/11;INNOCONCEPTS NM NV;NL0000361145;E 
951183;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;INNOVEST DEAD - DELIST.18/08/94;INNOVEST DEAD - DELIST.18/08/94;INNOVEST;NA;FL
932829;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;INTERLAS;INTERLAS;INTERLAS;NA;FL
938825;N;EQ;P;UNITED STATES;NETHERLANDS;FL;NL;INTL.BUS.MCHS.CERT.(AMS) DEAD - DELIST.01/08/97;INTERNATIONAL BUSINESS MACHINES CERTIFICATE (AMS) DEAD - DELIST.01/08/97;INTERNATIONAL BUSINESS MACHINES CORPORATION;NL0000464675;FL
898813;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;INTL.BUS.MCHS.CERT.(AMS) DEAD - DEAD 31/12/02;INTERNATIONAL BUSINESS MACHINES CERTIFICATE (AMS) DEAD - DEAD 31/12/02;INTERNATIONAL BUSINESS MACHINES CORPORATION;NL0000464691;E 
993303;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;INTL.FLAV.&FRAG. (AMS) DEAD - 16/06/15;INTERNATIONAL FLAVOURS &FRAGRANCES (AMS) DEAD - 16/06/15;INTERNATIONAL FLAVORS & FRAGRANCES INCO;US4595061015;U$
993530;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;INTL.FLAV.FRAG.CERT(AMS) DEAD - DEAD 26/10/01;INTERNATIONAL FLAVOURS FRAGRANCES CERT(AMS) DEAD - DEAD 26/10/01;INTERNATIONAL FLAVORS & FRAGRANCES INCO;NL0000464733;E 
898814;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;INTL.PAPER CERT. (AMS) DEAD - DEAD 26/10/01;INTERNATIONAL PAPER CERTIFICATE (AMS) DEAD - DEAD 26/10/01;INTERNATIONAL PAPER COMPANY;NL0000464956;E 
932830;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;INVENTUM KON.;INVENTUM KONINKLIJKE;INVENTUM KONINKLIJKE;NA;FL
508915;Y;EQ;P;GERMANY;NETHERLANDS;E;N/A;INVESTA DWS UNITS (AMS) DEAD - SEE 309069;INVESTA DWS UNITS (AMS) DEAD - SEE 309069;INVESTA DWS UNITS (AMS);NA;E 
740610;Y;CF;P;NETHERLANDS;NETHERLANDS;FL;N/A;INVESTERINGSMIJ NED. DEAD - 27/12/90;INVESTERINGSMIJ NEDERLANDS DEAD - 27/12/90;INVESTERINGSMIJ NEDERLANDS;NA;FL
702391;Y;INVT;P;NETHERLANDS;NETHERLANDS;U$;N/A;IPNA 3;IPNA 3;IPNA 3;NA;U$
31610C;Y;ET;S;IRELAND;NETHERLANDS;E;IE;ISHARES FTSE 100 (AMS) DEAD - DUPL SEE 14796E;ISHARES FTSE 100 (AMS) DEAD - DUPL SEE 14796E;ISHARES CORE FTSE 100;IE0005042456;E 
266154;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;ISOTIS DEAD - DEAD 30/12/02;ISOTIS DEAD - DEAD 30/12/02;ISOTIS;NL0000361707;E 
26698U;Y;EQ;S;SWITZERLAND;NETHERLANDS;E;CH;ISOTIS NEW (AMS) DEAD - 30/07/07;ISOTIS NEW (AMS) DEAD - 30/07/07;ISOTIS SA;CH0012572522;E 
993305;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;ITT (AMS) DEAD - DELIST.04/06/97;ITT (AMS) DEAD - DELIST.04/06/97;ITT INCORPORATED;US45073V1089;U$
745040;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;ITT CERT. (AMS) DEAD - DELIST 03/06/99;ITT CERTIFICATE (AMS) DEAD - DELIST 03/06/99;ITT INCORPORATED;NL0000465110;E 
671637;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;JACOB SPREY DEAD - DEAD;JACOB SPREY DEAD - DEAD;JACOB SPREY;NL0000203545;E 
505401;Y;EQ;P;NETHERLANDS;NETHERLANDS;EP;N/A;JAPAN FUND 1/15 CERT.;JAPAN FUND 1/15 CERTIFICATE;JAPAN FUND;NA;EP
278304;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;JETIX EUROPE DEAD - 27/02/09;JETIX EUROPE DEAD - 27/02/09;JETIX EUROPE NV;NL0000352524;E 
923528;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;K N S M CERTS.;K N S M CERTIFICATES;K N S M CERTIFICATES;NA;FL
671021;N;EQ;P;JAPAN;NETHERLANDS;Y;NL;KANEKA CDR. (AMS) DEAD - DEAD 29/06/01;KANEKA CONTINENTAL DEPOSITARY RE (AMS) DEAD - DEAD 29/06/01;KANEKA CORPORATION;NL0000482043;Y 
27267R;Y;EQ;S;NETHERLANDS;NETHERLANDS;E;NL;KARDAN N V -L (AMS) DEAD - DELIST.31/08/20;KARDAN N V -L (AMS) DEAD - DELIST.31/08/20;KARDAN N V;NL0000113652;E 
741048;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;KAS BANK DEAD - DELIST.05/11/19;KAS BANK DEAD - DELIST.05/11/19;KAS BANK C DUTCH CERT NV;NL0000362648;E 
944573;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;KEMPEN & CO DEAD - DLEIST 03/09/01;KEMPEN & CO DEAD - DLEIST 03/09/01;KEMPEN & CO NV;NL0000363323;E 
749424;Y;EQ;S;NETHERLANDS;NETHERLANDS;FL;NL;KENDRION DEAD;KENDRION DEAD;KENDRION NV;NL0000852531;FL
671634;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;KENNEMERL VISSCHER DEAD - 30/12/99;KENNEMERL VISSCHER DEAD - 30/12/99;KENNEMERL VISSCHER;NL0000488120;E 
932834;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;KEY HOUTHANDEL;KEY HOUTHANDEL;KEY HOUTHANDEL;NA;FL
96622V;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;KIADIS DEAD - DELIST.25/05/21;KIADIS DEAD - DELIST.25/05/21;KIADIS;NL0011323407;E 
35753Q;Y;EQ;P;UNITED KINGDOM;NETHERLANDS;U$;GB;KKR & CO GUERNSEY L P DEAD - 15/07/10;KKR & CO GUERNSEY L P DEAD - 15/07/10;KKR & COMPANY GUERNSEY L P;GB00B13BNQ35;U$
932836;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;KLENE HLDG. DEAD - T/O BY 998416;KLENE HOLDING DEAD - T/O BY 998416;KLENE HOLDING;NL0000364222;E 
912520;N;EQ;S;NETHERLANDS;NETHERLANDS;E;NL;KLM (AMS) DEAD - DELIST 14/06/04;KLM (AMS) DEAD - DELIST 14/06/04;KLM ROYAL DUTCH AIRLINES;NL0000009645;E 
740078;N;EQ;S;NETHERLANDS;NETHERLANDS;FL;N/A;KLM (ID) DEAD - DUPL.137617;KLM (ID) DEAD - DUPLICATE 137617;KLM ROYAL DUTCH AIRLINES;NA;FL
932838;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;KLUWER;KLUWER;KLUWER;NA;FL
932864;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;KNSF DEAD - DELIST.01/06/01;KNSF DEAD - DELIST.01/06/01;KNSF;NL0000373462;E 
932839;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;KON BIJ. CERT.;KON BIJENKORF CERTIFICATE;BIJENKORF KONINKLIJKE;NA;FL
53475P;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;KON ECONOSTO AGM DEAD - 27/05/08;KON ECONOSTO AGM DEAD - 27/05/08;KON ECONOSTO AGM;NL0006237927;E 
932828;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;KONDOR WESSELS GROEP DEAD - MERGER 952355;KONDOR WESSELS GROEP DEAD - MERGER 952355;KONDOR WESSELS GROEP NV;NL0000364636;FL
971678;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;KON.BIJENKORF 10% PF.;KONINKLIJKE BIJENKORF 10% PREFERRED;BIJENKORF KONINKLIJKE;NA;FL
701699;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;KOOIJMAN EFFECTEN;KOOIJMAN EFFECTEN;KOOIJMAN EFFECTEN;NA;FL
508983;Y;INVT;P;NETHERLANDS;NETHERLANDS;U$;LU;KOREA PAC.TST.IDR DEAD - DELIST 31/01/00;KOREA PACIFIC TRUST IDR DEAD - DELIST 31/01/00;KOREA PACIFIC TRUST IDR;LU0026437151;U$
275883;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;KPN QWEST 'C' DEAD - 16/04/10;KPN QWEST 'C' DEAD - 16/04/10;KPNQWEST NON VOTING;NL0000364925;E 
932842;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;KRASNAPOLSKY GRAND HOTEL DEAD - TAKEOVR 27/9/00;KRASNAPOLSKY GRAND HOTEL DEAD - TAKEOVR 27/9/00;KRASNAPOLSKY GRAND HOTEL;NL0000365641;E 
505457;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;KRASNAPOLSKY 2% STK.;KRASNAPOLSKY 2% STOCK;KRASNAPOLSKY;NA;FL
946562;Y;EQ;S;UNITED STATES;NETHERLANDS;E;NL;KROGER CERT. (AMS) DEAD - DEAD 29/10/01;KROGER CERTIFICATE (AMS) DEAD - DEAD 29/10/01;THE KROGER COMPANY;NL0000465938;E 
690346;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;KSI INTL. NM DEAD - DELIST 15/10/01;KSI INTERNATIONAL NM DEAD - DELIST 15/10/01;KSI INTERNATIONAL NM;NL0000365906;E 
755381;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;KUHNE & HEITZ DEAD - 11/05/05;KUHNE & HEITZ DEAD - 11/05/05;KUHNE & HEITZ NV;NL0000441343;E 
505404;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;KUHNE&HEITZ 1/26 SHARE;KUHNE&HEITZ 1/26 SHARE;KUHNE&HEITZ;NA;FL
932845;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;KWATTA INTL.;KWATTA INTERNATIONAL;KWATTA INTERNATIONAL;NA;FL
283735;Y;EQ;S;FRANCE;NETHERLANDS;E;FR;L'OREAL (AMS) DEAD - SEE MOR 923386;L'OREAL (AMS) DEAD - SEE MOR 923386;L'OREAL;FR0000120321;E 
29991P;Y;EQ;S;FRANCE;NETHERLANDS;E;FR;LAGARDERE GROUPE (AMS);LAGARDERE GROUPE (AMS);LAGARDERE SA;FR0000130213;E 
679312;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;LANDIS GROUP DEAD - DEAD;LANDIS GROUP DEAD - DEAD;LANDIS GROUP;NL0000366011;E 
932846;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;LANDRE & MERREM DEAD - T/OVER 701595;LANDRE & MERREM DEAD - T/OVER 701595;LANDRE & MERREM;NL0000366367;E 
684666;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25997J;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;LAURUS SETS DEAD - DEAD 19/07/02;LAURUS SETS DEAD - DEAD 19/07/02;SUPER DE BOER;NL0000498723;E 
29223X;Y;EQ;S;SWEDEN;NETHERLANDS;E;SE;LB ICON (AMS) DEAD - 01/08/06;LB ICON (AMS) DEAD - 01/08/06;LB ICON AB;SE0000476962;E 
41029T;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;LBI INTERNATIONAL DEAD - 07/03/13;LBI INTERNATIONAL DEAD - 07/03/13;LBI INTERNATIONAL NV;NL0009508720;E 
69893U;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;LBI INTERNATIONAL;LBI INTERNATIONAL;LBI INTERNATIONAL;NA;E 
505376;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;LCI COMPUTER 0.8%;LCI COMPUTER 0.8%;LCI COMPUTER 0.8%;NA;FL
772818;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;LCI TECHNOLOGY GROUP DEAD - DEAD;LCI TECHNOLOGY GROUP DEAD - DEAD;LCI TECHNOLOGY GROUP;NL0000441335;E 
932847;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;LEIDSCHE WOL.;LEIDSCHE WOLSPINNERIJ;LEIDSCHE WOLSPINNERIJ;NA;FL
50720E;Y;CF;P;CAYMAN ISLANDS;NETHERLANDS;E;IE;LEO CAPITAL GROWTH DEAD - 10/09/15;LEO CAPITAL GROWTH DEAD - 10/09/15;LEO CAPITAL GROWTH;IE00B5WK6265;E 
866701;Y;CF;P;NETHERLANDS;NETHERLANDS;FL;NL;LETTERHAAVE DEAD - MERGER 929136;LETTERHAAVE DEAD - MERGER 929136;LETTERHAAVE;NL0000366607;FL
51606M;N;EQ;P;UNITED KINGDOM;NETHERLANDS;E;KY;LIBERTY ACQ.HDG. DEAD - 17/03/08;LIBERTY ACQUISITION HOLDINGS DEAD - 17/03/08;PHOENIX GROUP HOLDINGS PUBLIC LIMITED COMPANY;KYG678611156;E 
308907;Y;INVT;P;NETHERLANDS;NETHERLANDS;E;NL;LIQUIRENT DEAD - DELIST.02/01/01;LIQUIRENT DEAD - DELIST.02/01/01;LIQUIRENT;NL0000288058;E 
888083;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;LIRICS AEX;LIRICS AEX;LIRICS AEX;NL0000490001;E 
866659;Y;EQ;P;UNITED STATES;NETHERLANDS;U$;US;LITTON INDS. (AMS) DEAD - DEAD 19/01/01;LITTON INDUSTRIES (AMS) DEAD - DEAD 19/01/01;LITTON INDUSTRIES;US5380211061;U$
993307;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;LITTON IND. (AMS) DEAD - DUPL.866659;LITTON INDUSTRY (AMS) DEAD - DUPLICATE 866659;LITTON INDUSTRIES;US5380211061;U$
54645H;N;EQ;P;UNITED KINGDOM;NETHERLANDS;E;N/A;LLOYDS BANKING GP.PREF. DEAD - 05/02/09;LLOYDS BANKING GROUP PREFERENCE DEAD - 05/02/09;LLOYDS BANKING GROUP PUBLIC LIMITED COMPANY;NA;E 
993308;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;LOCKHEED (AMS) DEAD - DELIST.25/04/95;LOCKHEED (AMS) DEAD - DELIST.25/04/95;LOCKHEED CORP;US5398211087;U$
26652V;Y;EQ;S;UNITED KINGDOM;NETHERLANDS;E;GB;LOGICA (AMS) DEAD - 24/08/12;LOGICA (AMS) DEAD - 24/08/12;LOGICA PUBLIC LIMITED COMPANY;GB0005227086;E 
945376;Y;EQ;P;UNITED STATES;NETHERLANDS;FL;N/A;LORI CERT. (AMS) '02/10/92 DELISTED';LORI CERTIFICATE (AMS) '02/10/92 DELISTED';LORI CERTIFICATE;NA;FL
993309;N;EQ;S;UNITED STATES;NETHERLANDS;U$;N/A;LTV (AMS) DEAD - DELISTED;LTV (AMS) DEAD - DELISTED;THE LTV CORPORATION;NA;U$
932850;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MACINTOSH RETAIL DEAD - 02/01/17;MACINTOSH RETAIL DEAD - 02/01/17;MACINTOSH RETAIL GROUP NV;NL0000367993;E 
681000;N;EQ;P;UNITED KINGDOM;NETHERLANDS;£;NL;MARKS & SPENCER CDR(AMS) DEAD - DEAD 11/01/02;MARKS & SPENCER CDR(AMS) DEAD - DEAD 11/01/02;MARKS & SPENCER GROUP PUBLIC LIMITED COMPANY;NL0000430932;£ 
932904;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MAVERIX CAPITAL DEAD - 15/07/02;MAVERIX CAPITAL DEAD - 15/07/02;MAVERIX CAPITAL;NL0000388304;E 
898801;Y;EQ;S;SOUTH AFRICA;NETHERLANDS;E;NL;MAWENZI RESOURCES (AMS) DEAD - DELIST 14/05/99;MAWENZI RESOURCES (AMS) DEAD - DELIST 14/05/99;ZARARA ENERGY LIMITED;NL0000481117;E 
671016;Y;EQ;S;SOUTH AFRICA;NETHERLANDS;E;NL;MAWENZI RESOURCES (AMS) DEAD - DELIST 14/05/99;MAWENZI RESOURCES (AMS) DEAD - DELIST 14/05/99;ZARARA ENERGY LIMITED;NL0000481133;E 
933017;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MAXWELL PTL. DEAD - DEAD 20/12/02;MAXWELL PETROLEUM DEAD - DEAD 20/12/02;MAXWELL PETROLEUM HOLDINGS;NL0000403731;E 
26952C;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;MAXXIT GROEP DEAD - 28/10/00;MAXXIT GROEP DEAD - 28/10/00;MAXXIT GROEP;NA;E 
308801;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;MAY DEPT.CERT. (AMS) DEAD - DEAD 23/01/02;MAY DEPARTMENT CERTIFICATE (AMS) DEAD - DEAD 23/01/02;MAY DEPARTMENT STORES INCORPORATED;NL0000467447;E 
946569;Y;EQ;S;UNITED STATES;NETHERLANDS;FL;US;MCA INC (AMS);MCA INC (AMS);MCA;US5526531075;FL
308802;Y;EQ;P;UNITED STATES;NETHERLANDS;U$;NL;MCDONN.DOUGLAS CERT.(AMS;MCDONNELL DOUGLAS CERTIFICATE (AMS;MCDONNELL DOUGLAS CERTIFICATE;NL0000467496;U$
697850;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MCGREGOR FASHION GROUP DEAD - 27/04/06;MCGREGOR FASHION GROUP DEAD - 27/04/06;MCGREGOR FASHION GROUP NV;NL0000368124;E 
945329;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;MEDICOPHARMA DEAD - DELIST.28/08/92;MEDICOPHARMA DEAD - DELIST.28/08/92;MEDICOPHARMA;NL0000368298;FL
308273;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MEDIQ DEAD - 13/03/13;MEDIQ DEAD - 13/03/13;MEDIQ NV;NL0009103530;E 
932816;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;MELIA INTL. DEAD - DELIST.23/10/91;MELIA INTERNATIONAL DEAD - DELIST.23/10/91;MELIA INTERNATIONAL;NA;FL
932748;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MENDES GANS DEAD - T/O BY 531865;MENDES GANS DEAD - T/O BY 531865;MENDES GANS NV;NL0000368439;E 
929315;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;MENEBA;MENEBA;MENEBA;NL0000368637;FL
866001;Y;EQ;S;UNITED STATES;NETHERLANDS;E;US;MERCK & CO.CERTS. (AMS) DEAD - DEAD 31/12/02;MERCK & COMPANY CERTIFICATES (AMS) DEAD - DEAD 31/12/02;MERCK & COMPANY INCORPORATED;US58933Y1055;E 
993521;Y;EQ;P;UNITED STATES;NETHERLANDS;FL;N/A;MERCK CERT. (AMS);MERCK CERTIFICATE (AMS);MERCK CERTIFICATE (FL);NA;FL
51344W;Y;ET;P;LUXEMBOURG;GERMANY;E;N/A;MERRILL LYNCH COMD.INDEX EXTRA FUND;MERRILL LYNCH COMMODITIES INDEX EXTRA FUND;MERRILL LYNCH COMMODITIES;NA;E 
932851;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;METAVERPA;METAVERPA;METAVERPA;NA;FL
932853;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;MHV AMSTD.;MHV AMSTERDAM;MHV AMSTERDAM;NA;FL
50571E;Y;EQ;S;UNITED STATES;NETHERLANDS;E;US;MICROSOFT CORP SPL (AMS) DEAD - DUPL.SEE 26067Q;MICROSOFT CORP SPL (AMS) DEAD - DUPLICATE SEE 26067Q;MICROSOFT CORPORATION;US5949181045;E 
697372;N;EQ;P;UNITED STATES;NETHERLANDS;U$;N/A;MIH DEAD - 23/07/02;MIH DEAD - 23/07/02;MIH LIMITED;NA;U$
932855;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;MIJNBOUWK.WERKEN DEAD - DELIST.20/03/92;MIJNBOUWKUNDIGE WERKEN DEAD - DELIST.20/03/92;MIJNBOUWKUNDIGE WERKEN;NA;FL
998442;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;MIJN.CURACAO TST.1;MIJNMAATSCHAPPIJ CURACAO TRUST 1;MIJNMAATSCHAPPIJ CURACAO WINSTBEW;NA;FL
998443;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;MIJN. CURAC. TST.2-1 CMT;MIJNMAATSCHAPPIJ CURACAO TRUST 2-1 CMT;MIJNMAATSCHAPPIJ CURACAO WINSTBEW;NA;FL
998444;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;MIJN.CURACAO TST.2-10 CT;MIJNMAATSCHAPPIJ CURACAO TRUST 2-10 CT;MIJNMAATSCHAPPIJ CURACAO WINSTBEW;NA;FL
998412;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;MIJN. CURAC. WINSTBEW;MIJNMAATSCHAPPIJ CURACAO WINSTBEW;MIJNMAATSCHAPPIJ CURACAO WINSTBEW;NA;FL
932632;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;MINIHOUSE;MINIHOUSE;MINIHOUSE;NA;FL
308803;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;MINNESOTA MNG.MNFG.(AMS) DEAD - DELIST 09/10/98;MINNESOTA MINING MANUFACTURING (AMS) DEAD - DELIST 09/10/98;3M COMPANY;US88579Y1010;U$
308805;Y;EQ;S;JAPAN;NETHERLANDS;Y;JP;MITSUBISHI ELECTRIC(AMS) DEAD - DELIST 05/12/03;MITSUBISHI ELECTRIC(AMS) DEAD - DELIST 05/12/03;MITSUBISHI ELECTRIC CORPORATION;JP3902400005;Y 
993310;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;MOBIL (AMS) DEAD - DELIST.01/12/99;MOBIL (AMS) DEAD - DELIST.01/12/99;MOBIL CORPORATION;US6070591028;U$
898817;Y;EQ;S;UNITED STATES;NETHERLANDS;E;NL;MOBIL CORP.CERT. (AMS) DEAD - DELIST 21/12/99;MOBIL CORPORATION CERTIFICATE (AMS) DEAD - DELIST 21/12/99;MOBIL CORPORATION;NL0000467942;E 
308808;Y;EQ;P;UNITED STATES;NETHERLANDS;U$;NL;MOBIL CORP.CERT. (AMS);MOBIL CORPORATION CERTIFICATE (AMS);MOBIL CORPORATION;NL0000467934;U$
929156;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MOEARA ENIM PTL. DEAD - DEAD AUG 03';MOEARA ENIM PETROLEUM DEAD - DEAD AUG 03';MOEARA ENIM PETROLEUM MAATSCHAPPIJ;NL0000403897;E 
933034;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MOEARA FNDRS. DEAD - DEAD AUG 03;MOEARA FOUNDERS DEAD - DEAD AUG 03;MOEARA ENIM PETROLEUM MAATSCHAPPIJ;NL0000403947;E 
933035;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MOEARA 1/250 FNDRS. DEAD - DEAD AUG 03;MOEARA 1/250 FOUNDERS DEAD - DEAD AUG 03;MOEARA ENIM PETROLEUM MAATSCHAPPIJ;NL0000403939;E 
930007;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MOEARA(WINSTBEW) DEAD - DEAD;MOEARA(WINSTBEW) DEAD - DEAD;MOEARA ENIM PETROLEUM MAATSCHAPPIJ;NL0000403970;E 
308809;Y;EQ;P;UNITED STATES;NETHERLANDS;U$;N/A;MONSANTO CERT. (AMS) DEAD - DEAD;MONSANTO CERTIFICATE (AMS) DEAD - DEAD;MONSANTO CERTIFICATE;NA;U$
308810;N;EQ;S;ITALY;NETHERLANDS;E;NL;MONTEDISON (AMS) DEAD - DELIST 26/05/99;MONTEDISON (AMS) DEAD - DELIST 26/05/99;MONTEDISON SPA;NL0000434553;E 
505036;N;EQ;S;UNITED STATES;NETHERLANDS;U$;US;MORGAN (JP) (AMS) DEAD - MERG 902242;MORGAN (JP) (AMS) DEAD - MERG 902242;JP MORGAN CHASE & COMPANY;US6168801008;U$
9214R8;Y;EQ;P;PORTUGAL;NETHERLANDS;E;NL;MOTA ENGIL AFRICA DEAD - 10/12/15;MOTA ENGIL AFRICA DEAD - 10/12/15;MOTA ENGIL AFRICA N V;NL0010969408;E 
945646;N;EQ;P;INDONESIA;NETHERLANDS;FL;NL;MULTI BINTANG INDO.(AMS) DEAD - DELIST;MULTI BINTANG INDONESIA (AMS) DEAD - DELIST;MULTI BINTANG INDONESIA TERBUKA;NL0000440543;FL
41470Q;N;CF;S;UNITED KINGDOM;NETHERLANDS;E;GG;MW TOPS E DEAD - 01/07/09;MW TOPS E DEAD - 01/07/09;MW TOPS LIMITED;GG00B39VXT49;E 
41475C;Y;CF;S;UNITED KINGDOM;NETHERLANDS;£;GG;MW TOPS GBP DEAD - 01/07/09;MW TOPS GBP DEAD - 01/07/09;MW TOPS LIMITED;GG00B39VY027;£ 
41484Q;N;CF;S;UNITED KINGDOM;NETHERLANDS;U$;GG;MW TOPS U$ DEAD - 01/07/09;MW TOPS U$ DEAD - 01/07/09;MW TOPS LIMITED;GG00B39VY134;U$
